Participante,VLT,Perfil,ID_Maze,tipo_De_Frase,Resposta,RT_Alvo,Ordem
N10,-,Nativo,12,Non.Temp.Red.IV,2,1128,-
N10,-,Nativo,13,Non.Temp.Red.IV,2,1213,-
N10,-,Nativo,14,Non.Temp.Red.IV,1,1913,-
N10,-,Nativo,15,Non.Temp.Red.IV,2,2123,-
N10,-,Nativo,16,Non.Temp.Red.IV,1,2243,-
N10,-,Nativo,17,Temp.Red.PV,2,885,-
N10,-,Nativo,18,Temp.Red.PV,2,867,-
N10,-,Nativo,19,Temp.Red.PV,2,984,-
N10,-,Nativo,20,Temp.Red.PV,2,1385,-
N10,-,Nativo,21,Temp.Red.PV,1,1746,-
N10,-,Nativo,22,Temp.Red.PV,2,1078,-
N10,-,Nativo,23,Temp.Red.PV,2,1638,-
N10,-,Nativo,24,Temp.Red.PV,1,1384,-
N11,-,Nativo,1,Temp.Red.IV,2,281,-
N11,-,Nativo,2,Temp.Red.IV,1,868,-
N11,-,Nativo,3,Temp.Red.IV,2,2285,-
N11,-,Nativo,5,Temp.Red.IV,1,1562,-
N11,-,Nativo,7,Temp.Red.IV,2,230,-
N11,-,Nativo,8,Temp.Red.IV,2,866,-
N11,-,Nativo,11,Non.Temp.Red.IV,1,1372,-
N11,-,Nativo,14,Non.Temp.Red.IV,2,1174,-
N11,-,Nativo,15,Non.Temp.Red.IV,2,857,-
N11,-,Nativo,17,Temp.Red.PV,1,106,-
N11,-,Nativo,18,Temp.Red.PV,2,1219,-
N11,-,Nativo,19,Temp.Red.PV,1,996,-
N11,-,Nativo,20,Temp.Red.PV,1,1024,-
N11,-,Nativo,21,Temp.Red.PV,1,1785,-
N11,-,Nativo,23,Temp.Red.PV,1,975,-
N11,-,Nativo,24,Temp.Red.PV,1,847,-
N12,-,Nativo,1,Temp.Red.IV,2,1355,-
N12,-,Nativo,2,Temp.Red.IV,1,1306,-
N12,-,Nativo,4,Temp.Red.IV,2,1661,-
N12,-,Nativo,5,Temp.Red.IV,1,985,-
N12,-,Nativo,6,Temp.Red.IV,1,1669,-
N12,-,Nativo,7,Temp.Red.IV,1,873,-
N12,-,Nativo,8,Temp.Red.IV,2,985,-
N12,-,Nativo,9,Non.Temp.Red.IV,2,1456,-
N12,-,Nativo,10,Non.Temp.Red.IV,1,2094,-
N12,-,Nativo,11,Non.Temp.Red.IV,2,1624,-
N12,-,Nativo,12,Non.Temp.Red.IV,1,1087,-
N12,-,Nativo,13,Non.Temp.Red.IV,1,833,-
N12,-,Nativo,14,Non.Temp.Red.IV,1,984,-
N12,-,Nativo,15,Non.Temp.Red.IV,2,1236,-
N12,-,Nativo,16,Non.Temp.Red.IV,2,1548,-
N12,-,Nativo,17,Temp.Red.PV,2,1383,-
N12,-,Nativo,18,Temp.Red.PV,2,1349,-
N12,-,Nativo,19,Temp.Red.PV,2,1338,-
N12,-,Nativo,20,Temp.Red.PV,2,1289,-
N12,-,Nativo,21,Temp.Red.PV,2,1019,-
N12,-,Nativo,22,Temp.Red.PV,1,1397,-
N12,-,Nativo,23,Temp.Red.PV,1,1379,-
N12,-,Nativo,24,Temp.Red.PV,2,1557,-
N13,-,Nativo,2,Temp.Red.IV,1,1265,-
N13,-,Nativo,3,Temp.Red.IV,1,699,-
N13,-,Nativo,4,Temp.Red.IV,2,2025,-
N13,-,Nativo,5,Temp.Red.IV,1,732,-
N13,-,Nativo,6,Temp.Red.IV,2,2756,-
N13,-,Nativo,7,Temp.Red.IV,2,793,-
N13,-,Nativo,8,Temp.Red.IV,1,674,-
N13,-,Nativo,9,Non.Temp.Red.IV,1,755,-
N13,-,Nativo,10,Non.Temp.Red.IV,2,1295,-
N13,-,Nativo,11,Non.Temp.Red.IV,1,691,-
N13,-,Nativo,12,Non.Temp.Red.IV,1,980,-
N13,-,Nativo,13,Non.Temp.Red.IV,2,817,-
N13,-,Nativo,14,Non.Temp.Red.IV,1,731,-
N13,-,Nativo,15,Non.Temp.Red.IV,2,800,-
N13,-,Nativo,16,Non.Temp.Red.IV,1,809,-
N13,-,Nativo,18,Temp.Red.PV,2,860,-
N13,-,Nativo,19,Temp.Red.PV,1,1694,-
N13,-,Nativo,20,Temp.Red.PV,1,2006,-
N13,-,Nativo,21,Temp.Red.PV,2,1406,-
N13,-,Nativo,22,Temp.Red.PV,2,1037,-
N13,-,Nativo,23,Temp.Red.PV,2,899,-
N13,-,Nativo,24,Temp.Red.PV,2,1092,-
N15,-,Nativo,1,Temp.Red.IV,2,1466,-
N15,-,Nativo,2,Temp.Red.IV,1,778,-
N15,-,Nativo,3,Temp.Red.IV,1,1011,-
N15,-,Nativo,4,Temp.Red.IV,2,1429,-
N15,-,Nativo,5,Temp.Red.IV,1,1889,-
N15,-,Nativo,6,Temp.Red.IV,2,989,-
N15,-,Nativo,7,Temp.Red.IV,1,1026,-
N15,-,Nativo,8,Temp.Red.IV,2,1680,-
N15,-,Nativo,9,Non.Temp.Red.IV,1,1390,-
N15,-,Nativo,10,Non.Temp.Red.IV,2,1073,-
N15,-,Nativo,11,Non.Temp.Red.IV,2,1263,-
N15,-,Nativo,12,Non.Temp.Red.IV,1,800,-
N15,-,Nativo,13,Non.Temp.Red.IV,2,1090,-
N15,-,Nativo,14,Non.Temp.Red.IV,1,884,-
N15,-,Nativo,15,Non.Temp.Red.IV,1,1195,-
N15,-,Nativo,16,Non.Temp.Red.IV,1,821,-
N15,-,Nativo,17,Temp.Red.PV,2,748,-
N15,-,Nativo,18,Temp.Red.PV,2,1150,-
N15,-,Nativo,19,Temp.Red.PV,2,1063,-
N15,-,Nativo,20,Temp.Red.PV,2,967,-
N15,-,Nativo,21,Temp.Red.PV,2,1198,-
N15,-,Nativo,22,Temp.Red.PV,2,2358,-
N15,-,Nativo,23,Temp.Red.PV,2,638,-
N15,-,Nativo,24,Temp.Red.PV,2,995,-
1,5,Bilingue,1,Temp.Red.IV,2,1636,A
1,5,Bilingue,2,Temp.Red.IV,2,2628,A
1,5,Bilingue,3,Temp.Red.IV,1,1092,A
1,5,Bilingue,4,Temp.Red.IV,1,748,A
1,5,Bilingue,5,Temp.Red.IV,2,1172,A
1,5,Bilingue,6,Temp.Red.IV,1,1132,A
1,5,Bilingue,7,Temp.Red.IV,2,932,A
1,5,Bilingue,8,Temp.Red.IV,1,2012,A
1,5,Bilingue,9,Non.Temp.Red.IV,1,980,A
1,5,Bilingue,10,Non.Temp.Red.IV,2,1732,A
1,5,Bilingue,11,Non.Temp.Red.IV,2,1356,A
1,5,Bilingue,12,Non.Temp.Red.IV,1,739,A
1,5,Bilingue,13,Non.Temp.Red.IV,2,2020,A
1,5,Bilingue,14,Non.Temp.Red.IV,2,1141,A
1,5,Bilingue,15,Non.Temp.Red.IV,1,844,A
1,5,Bilingue,16,Non.Temp.Red.IV,1,1459,A
1,5,Bilingue,17,Temp.Red.PV,2,940,A
1,5,Bilingue,18,Temp.Red.PV,2,1252,A
1,5,Bilingue,19,Temp.Red.PV,2,1252,A
1,5,Bilingue,20,Temp.Red.PV,2,1428,A
1,5,Bilingue,21,Temp.Red.PV,1,844,A
1,5,Bilingue,22,Temp.Red.PV,1,1028,A
1,5,Bilingue,23,Temp.Red.PV,2,988,A
1,5,Bilingue,24,Temp.Red.PV,1,940,A
2,5,Bilingue,1,Temp.Red.IV,1,2154,B
2,5,Bilingue,2,Temp.Red.IV,2,1198,B
2,5,Bilingue,3,Temp.Red.IV,1,2107,B
2,5,Bilingue,4,Temp.Red.IV,1,861,B
2,5,Bilingue,5,Temp.Red.IV,1,2011,B
2,5,Bilingue,6,Temp.Red.IV,1,959,B
2,5,Bilingue,7,Temp.Red.IV,2,1267,B
2,5,Bilingue,8,Temp.Red.IV,2,1052,B
2,5,Bilingue,9,Non.Temp.Red.IV,2,1628,B
2,5,Bilingue,10,Non.Temp.Red.IV,2,1170,B
2,5,Bilingue,11,Non.Temp.Red.IV,1,3784,B
2,5,Bilingue,12,Non.Temp.Red.IV,2,2455,B
2,5,Bilingue,13,Non.Temp.Red.IV,2,1097,B
2,5,Bilingue,14,Non.Temp.Red.IV,2,1560,B
2,5,Bilingue,15,Non.Temp.Red.IV,2,1234,B
2,5,Bilingue,16,Non.Temp.Red.IV,1,1168,B
2,5,Bilingue,17,Temp.Red.PV,1,938,B
2,5,Bilingue,18,Temp.Red.PV,1,959,B
2,5,Bilingue,19,Temp.Red.PV,2,2564,B
2,5,Bilingue,20,Temp.Red.PV,1,761,B
2,5,Bilingue,21,Temp.Red.PV,1,1441,B
2,5,Bilingue,22,Temp.Red.PV,1,809,B
2,5,Bilingue,23,Temp.Red.PV,2,1053,B
2,5,Bilingue,24,Temp.Red.PV,2,1602,B
7,5,Bilingue,1,Temp.Red.IV,1,1699,B
7,5,Bilingue,2,Temp.Red.IV,1,3532,B
7,5,Bilingue,3,Temp.Red.IV,2,2581,B
7,5,Bilingue,4,Temp.Red.IV,1,1542,B
7,5,Bilingue,5,Temp.Red.IV,1,2158,B
7,5,Bilingue,6,Temp.Red.IV,1,2482,B
7,5,Bilingue,7,Temp.Red.IV,1,1025,B
7,5,Bilingue,8,Temp.Red.IV,2,3291,B
7,5,Bilingue,9,Non.Temp.Red.IV,1,3628,B
7,5,Bilingue,10,Non.Temp.Red.IV,1,3172,B
7,5,Bilingue,11,Non.Temp.Red.IV,2,2818,B
7,5,Bilingue,12,Non.Temp.Red.IV,2,1568,B
7,5,Bilingue,13,Non.Temp.Red.IV,2,2980,B
7,5,Bilingue,14,Non.Temp.Red.IV,2,3988,B
7,5,Bilingue,15,Non.Temp.Red.IV,1,2902,B
7,5,Bilingue,16,Non.Temp.Red.IV,1,2932,B
7,5,Bilingue,17,Temp.Red.PV,1,2479,B
7,5,Bilingue,18,Temp.Red.PV,1,6631,B
7,5,Bilingue,19,Temp.Red.PV,2,3012,B
7,5,Bilingue,20,Temp.Red.PV,2,2085,B
7,5,Bilingue,21,Temp.Red.PV,1,2766,B
7,5,Bilingue,22,Temp.Red.PV,1,2126,B
7,5,Bilingue,23,Temp.Red.PV,2,1910,B
7,5,Bilingue,24,Temp.Red.PV,1,3383,B
10,5,Bilingue,1,Temp.Red.IV,2,1872,A
10,5,Bilingue,2,Temp.Red.IV,1,901,A
10,5,Bilingue,3,Temp.Red.IV,2,1327,A
10,5,Bilingue,4,Temp.Red.IV,1,1219,A
10,5,Bilingue,5,Temp.Red.IV,1,1849,A
10,5,Bilingue,6,Temp.Red.IV,1,1195,A
10,5,Bilingue,7,Temp.Red.IV,1,806,A
10,5,Bilingue,8,Temp.Red.IV,1,967,A
10,5,Bilingue,9,Non.Temp.Red.IV,2,1546,A
10,5,Bilingue,10,Non.Temp.Red.IV,1,1617,A
10,5,Bilingue,11,Non.Temp.Red.IV,2,1022,A
10,5,Bilingue,12,Non.Temp.Red.IV,2,1608,A
10,5,Bilingue,13,Non.Temp.Red.IV,2,1841,A
10,5,Bilingue,14,Non.Temp.Red.IV,1,768,A
10,5,Bilingue,15,Non.Temp.Red.IV,1,797,A
10,5,Bilingue,16,Non.Temp.Red.IV,1,1750,A
10,5,Bilingue,17,Temp.Red.PV,1,1081,A
10,5,Bilingue,18,Temp.Red.PV,1,826,A
10,5,Bilingue,19,Temp.Red.PV,1,840,A
10,5,Bilingue,20,Temp.Red.PV,1,1470,A
10,5,Bilingue,21,Temp.Red.PV,2,886,A
10,5,Bilingue,22,Temp.Red.PV,2,2514,A
10,5,Bilingue,23,Temp.Red.PV,2,1060,A
10,5,Bilingue,24,Temp.Red.PV,1,927,A
14,5,Bilingue,1,Temp.Red.IV,2,1576,B
14,5,Bilingue,2,Temp.Red.IV,2,971,B
14,5,Bilingue,3,Temp.Red.IV,2,1138,B
14,5,Bilingue,4,Temp.Red.IV,2,1869,B
14,5,Bilingue,5,Temp.Red.IV,2,1496,B
14,5,Bilingue,6,Temp.Red.IV,2,1537,B
14,5,Bilingue,7,Temp.Red.IV,1,1204,B
14,5,Bilingue,8,Temp.Red.IV,2,993,B
14,5,Bilingue,9,Non.Temp.Red.IV,1,897,B
14,5,Bilingue,10,Non.Temp.Red.IV,2,1120,B
14,5,Bilingue,11,Non.Temp.Red.IV,1,2657,B
14,5,Bilingue,12,Non.Temp.Red.IV,2,1141,B
14,5,Bilingue,13,Non.Temp.Red.IV,1,1346,B
14,5,Bilingue,14,Non.Temp.Red.IV,2,2058,B
14,5,Bilingue,15,Non.Temp.Red.IV,1,1848,B
14,5,Bilingue,16,Non.Temp.Red.IV,0,-,B
14,5,Bilingue,17,Temp.Red.PV,2,968,B
14,5,Bilingue,18,Temp.Red.PV,2,1697,B
14,5,Bilingue,19,Temp.Red.PV,1,841,B
14,5,Bilingue,20,Temp.Red.PV,1,1259,B
14,5,Bilingue,21,Temp.Red.PV,1,819,B
14,5,Bilingue,22,Temp.Red.PV,1,1071,B
14,5,Bilingue,23,Temp.Red.PV,2,1185,B
14,5,Bilingue,24,Temp.Red.PV,2,1138,B
21,5,Bilingue,1,Temp.Red.IV,2,1353,B
21,5,Bilingue,2,Temp.Red.IV,2,1803,B
21,5,Bilingue,3,Temp.Red.IV,2,1281,B
21,5,Bilingue,4,Temp.Red.IV,2,2817,B
21,5,Bilingue,5,Temp.Red.IV,2,1474,B
21,5,Bilingue,6,Temp.Red.IV,2,2170,B
21,5,Bilingue,7,Temp.Red.IV,1,1264,B
21,5,Bilingue,8,Temp.Red.IV,2,1020,B
21,5,Bilingue,9,Non.Temp.Red.IV,1,1540,B
21,5,Bilingue,10,Non.Temp.Red.IV,1,1411,B
21,5,Bilingue,11,Non.Temp.Red.IV,2,1018,B
21,5,Bilingue,12,Non.Temp.Red.IV,2,1229,B
21,5,Bilingue,13,Non.Temp.Red.IV,2,1191,B
21,5,Bilingue,14,Non.Temp.Red.IV,1,1671,B
21,5,Bilingue,15,Non.Temp.Red.IV,2,1076,B
21,5,Bilingue,16,Non.Temp.Red.IV,1,3318,B
21,5,Bilingue,17,Temp.Red.PV,1,1287,B
21,5,Bilingue,18,Temp.Red.PV,2,1189,B
21,5,Bilingue,19,Temp.Red.PV,1,1156,B
21,5,Bilingue,20,Temp.Red.PV,1,1287,B
21,5,Bilingue,21,Temp.Red.PV,1,916,B
21,5,Bilingue,22,Temp.Red.PV,2,1165,B
21,5,Bilingue,23,Temp.Red.PV,2,1247,B
21,5,Bilingue,24,Temp.Red.PV,2,1510,B
23,5,Bilingue,1,Temp.Red.IV,2,2168,B
23,5,Bilingue,2,Temp.Red.IV,2,1674,B
23,5,Bilingue,3,Temp.Red.IV,2,1274,B
23,5,Bilingue,4,Temp.Red.IV,2,1460,B
23,5,Bilingue,5,Temp.Red.IV,2,2200,B
23,5,Bilingue,6,Temp.Red.IV,2,640,B
23,5,Bilingue,7,Temp.Red.IV,2,992,B
23,5,Bilingue,8,Temp.Red.IV,2,650,B
23,5,Bilingue,9,Non.Temp.Red.IV,2,1809,B
23,5,Bilingue,10,Non.Temp.Red.IV,2,747,B
23,5,Bilingue,11,Non.Temp.Red.IV,2,1333,B
23,5,Bilingue,12,Non.Temp.Red.IV,2,992,B
23,5,Bilingue,13,Non.Temp.Red.IV,1,1848,B
23,5,Bilingue,14,Non.Temp.Red.IV,2,1507,B
23,5,Bilingue,15,Non.Temp.Red.IV,1,829,B
23,5,Bilingue,16,Non.Temp.Red.IV,2,1079,B
23,5,Bilingue,17,Temp.Red.PV,2,3265,B
23,5,Bilingue,18,Temp.Red.PV,0,-,B
23,5,Bilingue,19,Temp.Red.PV,1,1298,B
23,5,Bilingue,20,Temp.Red.PV,2,1069,B
23,5,Bilingue,21,Temp.Red.PV,2,864,B
23,5,Bilingue,22,Temp.Red.PV,2,1273,B
23,5,Bilingue,23,Temp.Red.PV,2,844,B
23,5,Bilingue,24,Temp.Red.PV,1,1349,B
24,5,Bilingue,1,Temp.Red.IV,2,1221,B
24,5,Bilingue,2,Temp.Red.IV,2,1136,B
24,5,Bilingue,3,Temp.Red.IV,2,1357,B
24,5,Bilingue,4,Temp.Red.IV,1,6116,B
24,5,Bilingue,5,Temp.Red.IV,1,1382,B
24,5,Bilingue,6,Temp.Red.IV,2,1776,B
24,5,Bilingue,7,Temp.Red.IV,1,986,B
24,5,Bilingue,8,Temp.Red.IV,2,2086,B
24,5,Bilingue,9,Non.Temp.Red.IV,2,1367,B
24,5,Bilingue,10,Non.Temp.Red.IV,2,2376,B
24,5,Bilingue,11,Non.Temp.Red.IV,2,1456,B
24,5,Bilingue,12,Non.Temp.Red.IV,1,1125,B
24,5,Bilingue,13,Non.Temp.Red.IV,1,1827,B
24,5,Bilingue,14,Non.Temp.Red.IV,2,1824,B
24,5,Bilingue,15,Non.Temp.Red.IV,1,1566,B
24,5,Bilingue,16,Non.Temp.Red.IV,2,1326,B
24,5,Bilingue,17,Temp.Red.PV,2,2243,B
24,5,Bilingue,18,Temp.Red.PV,0,-,B
24,5,Bilingue,19,Temp.Red.PV,2,1543,B
24,5,Bilingue,20,Temp.Red.PV,1,1946,B
24,5,Bilingue,21,Temp.Red.PV,2,1846,B
24,5,Bilingue,22,Temp.Red.PV,1,1166,B
24,5,Bilingue,23,Temp.Red.PV,2,1416,B
24,5,Bilingue,24,Temp.Red.PV,1,1196,B
30,5,Bilingue,1,Temp.Red.IV,2,1324,B
30,5,Bilingue,2,Temp.Red.IV,2,885,B
30,5,Bilingue,3,Temp.Red.IV,1,1141,B
30,5,Bilingue,4,Temp.Red.IV,1,1009,B
30,5,Bilingue,5,Temp.Red.IV,1,1733,B
30,5,Bilingue,6,Temp.Red.IV,1,1148,B
30,5,Bilingue,7,Temp.Red.IV,1,799,B
30,5,Bilingue,8,Temp.Red.IV,1,1301,B
30,5,Bilingue,9,Non.Temp.Red.IV,2,1405,B
30,5,Bilingue,10,Non.Temp.Red.IV,2,1461,B
30,5,Bilingue,11,Non.Temp.Red.IV,1,697,B
30,5,Bilingue,12,Non.Temp.Red.IV,1,1066,B
30,5,Bilingue,13,Non.Temp.Red.IV,1,800,B
30,5,Bilingue,14,Non.Temp.Red.IV,1,848,B
30,5,Bilingue,15,Non.Temp.Red.IV,2,695,B
30,5,Bilingue,16,Non.Temp.Red.IV,2,795,B
30,5,Bilingue,17,Temp.Red.PV,1,775,B
30,5,Bilingue,18,Temp.Red.PV,2,944,B
30,5,Bilingue,19,Temp.Red.PV,2,827,B
30,5,Bilingue,20,Temp.Red.PV,1,640,B
30,5,Bilingue,21,Temp.Red.PV,2,871,B
30,5,Bilingue,22,Temp.Red.PV,1,1673,B
30,5,Bilingue,23,Temp.Red.PV,2,872,B
30,5,Bilingue,24,Temp.Red.PV,1,1016,B
35,5,Bilingue,1,Temp.Red.IV,1,2170,A
35,5,Bilingue,2,Temp.Red.IV,0,-,A
35,5,Bilingue,3,Temp.Red.IV,0,-,A
35,5,Bilingue,4,Temp.Red.IV,1,2597,A
35,5,Bilingue,5,Temp.Red.IV,1,850,A
35,5,Bilingue,6,Temp.Red.IV,1,1558,A
35,5,Bilingue,7,Temp.Red.IV,2,2001,A
35,5,Bilingue,8,Temp.Red.IV,1,899,A
35,5,Bilingue,9,Non.Temp.Red.IV,2,2380,A
35,5,Bilingue,10,Non.Temp.Red.IV,1,1179,A
35,5,Bilingue,11,Non.Temp.Red.IV,1,1192,A
35,5,Bilingue,12,Non.Temp.Red.IV,2,1228,A
35,5,Bilingue,13,Non.Temp.Red.IV,1,1048,A
35,5,Bilingue,14,Non.Temp.Red.IV,2,1874,A
35,5,Bilingue,15,Non.Temp.Red.IV,2,1632,A
35,5,Bilingue,16,Non.Temp.Red.IV,1,2330,A
35,5,Bilingue,17,Temp.Red.PV,1,1107,A
35,5,Bilingue,18,Temp.Red.PV,1,1065,A
35,5,Bilingue,19,Temp.Red.PV,1,847,A
35,5,Bilingue,20,Temp.Red.PV,1,859,A
35,5,Bilingue,21,Temp.Red.PV,1,1455,A
35,5,Bilingue,22,Temp.Red.PV,2,1071,A
35,5,Bilingue,23,Temp.Red.PV,2,1163,A
35,5,Bilingue,24,Temp.Red.PV,2,1223,A
50,5,Bilingue,1,Temp.Red.IV,2,1658,D
50,5,Bilingue,2,Temp.Red.IV,2,1282,D
